# rocket_logger v3.6 wait=10Hz fly=100Hz accel=16G(2048/G) gyro=2000dps(16.4/dps) sound=A1 boot=6
t_ms,ax,ay,az,gx,gy,gz,snd_min,snd_max
7114,-1219,148,1591,5,-25,-16,500,520
7124,-1352,-41,1519,24,-5,-35,493,528
7134,-1196,24,1593,-3,-2,-25,499,521
7144,-1371,-9,1626,20,11,-31,499,523
7154,-1172,54,1645,2,42,-40,496,521
7164,-1324,-8,1580,33,42,-44,499,523
7174,-1364,-10,1505,-3,38,-38,497,520
7184,-1196,111,1598,24,41,-38,500,521
7194,-1364,-137,1495,22,36,-26,499,518
7204,-1271,89,1577,0,33,-17,495,524
7214,-1355,-56,1530,17,51,-21,500,521
7224,-1310,61,1582,2,34,-23,501,523
7234,-1233,-5,1567,26,49,-29,501,521
7244,-1371,8,1530,11,50,-27,498,517
7254,-1282,-3,1477,8,33,-25,496,523
7264,-1381,-21,1489,11,32,-19,501,519
7274,-1316,2,1523,17,13,-15,499,525
7284,-1349,1,1492,8,2,-15,496,519
7294,-1348,17,1552,12,-2,-11,500,521
7304,-1305,23,1548,7,-2,-17,495,521
7314,-1340,26,1546,19,6,-19,497,520
7324,-1277,-9,1559,11,10,-18,497,519
7334,-1333,6,1566,12,6,-19,500,521
7344,-1292,-21,1540,5,20,-13,500,520
7354,-1303,-8,1561,12,16,-6,502,519
7364,-1325,3,1526,15,19,-3,504,520
7374,-1346,18,1570,15,16,-2,499,521
7384,-1312,16,1573,10,21,-6,502,518
7394,-1317,44,1555,13,31,-18,501,520
7404,-1316,28,1533,10,27,-22,499,523
7414,-1290,49,1540,11,25,-30,500,521
7424,-1352,-18,1506,17,18,-37,501,518
7434,-1322,14,1511,12,15,-29,500,519
7444,-1347,-16,1521,15,4,-24,497,525
7454,-1345,2,1527,16,-9,-15,503,519
7464,-1304,21,1566,8,3,-15,501,520
7474,-1320,12,1564,13,-5,-22,500,520
7484,-1310,27,1581,12,-1,-30,494,520
7494,-1287,26,1576,11,14,-30,496,517
7504,-1308,15,1537,12,32,-37,495,525
7514,-1317,2,1578,8,28,-32,501,518
7524,-1314,6,1529,13,30,-33,499,521
7534,-1318,21,1523,12,14,-25,496,524
7544,-1321,28,1499,21,25,-25,462,556
7558,-1185,388,1332,-44,-15,-23,604,604
7565,-1437,92,2111,117,-18,0,482,482
7574,-808,2,871,17,-84,-6,367,708
7584,-1357,-135,2964,49,-79,-9,307,734
7595,-598,-425,1531,48,-72,10,377,646
7604,-788,22,1355,-42,51,-17,310,707
7614,-1323,-574,1344,50,-13,3,384,608
7624,-724,61,2042,-67,99,-33,229,761
7634,-1426,-236,1498,-6,47,-24,179,761
7644,-329,373,1264,-16,107,-50,275,693
7654,-1453,207,1244,94,-19,-19,269,725
7664,-2009,-116,1634,-29,-93,24,245,761
7674,-1332,-432,2093,47,-118,58,24,762
7684,-1237,-203,2045,4,12,-26,81,761
7694,-1598,-268,1907,41,-83,30,195,761
7704,-874,-156,1365,-9,54,-27,157,761
7714,-1344,-20,988,24,-4,-16,163,761
7724,-1204,-251,1684,-6,7,-1,176,761
7734,-1657,-249,1201,70,16,37,73,761
7744,-1477,-284,1586,31,28,7,247,738
7754,-1156,440,1882,19,83,-15,337,736
7764,-1887,-412,1847,74,-38,10,454,575
7774,-1453,-95,1382,-50,-27,-6,449,565
7784,-856,110,1636,29,-10,-43,494,527
7794,-1668,-34,1296,-6,-53,-22,497,524
7804,-1024,29,1528,0,-19,-8,492,526
7814,-1395,-65,1479,29,-22,4,491,523
7824,-1189,-23,1524,-2,-29,1,495,523
7834,-1176,202,1689,17,-1,-20,494,520
7844,-1397,-72,1585,26,33,-54,498,527
7854,-1178,125,1632,-5,58,-56,502,522
7864,-1237,-133,1480,42,64,-50,495,519
7874,-1330,-58,1524,5,43,-21,494,523
7884,-1309,-1,1501,14,34,-21,501,527
7894,-1367,3,1505,3,19,-27,502,520
7904,-1341,77,1542,20,-7,-36,502,521
7914,-1330,-16,1539,17,8,-47,500,520
7924,-1239,-22,1591,11,22,-52,496,520
7934,-1277,-42,1604,10,51,-41,495,521
7944,-1280,-33,1615,15,66,-19,501,518
7954,-1278,-48,1589,18,64,-4,502,521
7964,-1362,-16,1500,14,73,2,498,519
7974,-1326,48,1474,10,59,-3,498,520
7984,-1399,48,1474,12,42,-18,501,518
7994,-1353,31,1448,7,17,-27,504,522
8004,-1371,11,1486,7,-17,-33,500,520
8014,-1315,-14,1519,10,-28,-27,497,526
8024,-1297,-55,1542,16,-38,-19,498,518
8034,-1295,-33,1593,8,-17,-4,495,520
8044,-1255,-29,1606,10,-15,3,501,522
8057,-1270,11,1600,9,13,10,523,523
8065,-1375,-35,1552,-3,40,-17,512,512
8074,-638,237,1800,-13,226,-23,459,547
8084,-385,-282,1159,173,68,29,482,528
8094,-1514,-772,1242,-11,-47,40,494,529
8104,-586,688,1764,-51,50,-16,492,520
8114,-1692,-662,1072,78,-14,-14,500,519
8124,-1077,516,1696,-82,6,-10,496,528
8134,-1032,-238,1248,112,21,-49,498,520
8144,-1545,-237,1327,-69,-49,0,502,518
8154,-1194,229,1711,75,-41,-8,495,518
8164,-1609,-229,1484,-11,-19,-27,502,524
8174,-1147,258,1686,-6,-7,-32,503,515
8184,-1407,-62,1586,31,11,-34,496,521
8194,-1226,71,1564,-5,19,-23,502,524
8204,-1309,-1,1554,10,33,-31,498,522
8214,-1386,68,1537,8,33,-36,498,518
8224,-1169,59,1544,19,30,-24,498,522
8235,-1513,-61,1483,25,3,-27,497,518
8244,-1249,59,1547,-1,16,-34,502,518
8254,-1398,14,1554,31,0,-39,500,522
8264,-1349,-92,1538,9,12,-22,503,520
8274,-1183,72,1605,4,25,-30,499,525
8284,-1337,-101,1545,27,21,-23,478,615
8294,-1493,-560,1485,41,-75,23,319,678
8304,-1323,46,2286,85,125,-1,364,661
8314,-719,468,1444,3,103,-17,378,607
8324,-1565,-542,1440,-32,81,-48,359,669
8334,-1250,65,1673,-29,12,-17,356,687
8344,-945,411,1502,59,116,-67,281,761
8354,-1610,531,1535,73,23,-4,229,761
8364,-1630,-603,1537,-21,-18,-11,292,676
8374,-990,-56,1437,64,-4,-31,111,761
8384,-1336,-124,1465,25,-25,19,292,737
8394,-1101,466,2017,4,38,-18,24,761
8404,-1146,123,1275,7,76,-33,118,761
8414,-1237,323,1728,-3,50,-31,188,761
8424,-1496,-216,1906,74,-20,-11,297,742
8434,-274,525,1593,37,143,-38,25,761
8444,-1354,227,1532,-3,51,-5,265,762
8454,-2123,218,2242,-7,66,-17,223,761
8464,-986,44,1396,38,92,-71,24,761
8474,-1491,12,1476,-11,12,-1,328,760
8484,-1624,-767,507,35,29,-44,150,761
8494,-1037,261,1832,-66,-13,17,295,747
8504,-964,310,2211,135,-1,7,384,588
8514,-1531,-448,1236,-27,-23,6,477,546
8524,-1236,523,1774,-10,-11,-10,491,526
8534,-1373,-121,1529,23,-15,-37,494,522
8544,-1436,165,1613,3,-26,-50,495,528
8557,-962,-39,1584,25,12,-55,512,512
8564,-1508,-86,1583,3,6,-36,512,512
8574,-1206,-39,1556,2,18,-6,498,518
8584,-1381,-55,1491,16,1,9,499,522
8594,-1364,-39,1393,11,-7,22,496,523
8604,-1305,238,1530,-3,-39,-2,499,528
8614,-1403,183,1490,22,-24,-62,497,525
8624,-1219,152,1636,2,-8,-83,500,521
8634,-1199,-61,1671,37,10,-94,487,515
8644,-1274,-148,1666,-2,63,-54,496,525
8654,-1183,-95,1683,24,112,-24,500,520
8664,-1327,-105,1589,12,122,11,503,520
8674,-1294,78,1563,18,124,27,497,523
8684,-1413,38,1413,20,105,10,499,525
8694,-1436,107,1393,6,47,-19,499,523
8704,-1419,97,1385,15,7,-51,500,519
8714,-1391,2,1403,6,-30,-59,496,521
8724,-1330,-22,1490,18,-64,-57,499,518
8734,-1287,-114,1564,11,-74,-24,500,519
8744,-1238,-43,1672,6,-49,9,500,519
8754,-1220,-28,1678,10,-5,24,500,517
8764,-1258,57,1704,7,23,20,497,521
8774,-1258,56,1632,13,76,-7,501,520
8784,-1312,70,1564,18,94,-20,503,519
8794,-1351,7,1519,10,86,-20,499,523
8804,-1348,-19,1422,19,62,-26,500,519
8814,-1359,-48,1423,11,23,-7,502,520
8824,-1365,-15,1437,10,-7,3,498,523
8834,-1356,23,1466,11,-38,7,500,519
8851,-1317,62,1564,15,-47,-15,508,508
8854,-1276,59,1562,9,-49,-22,509,509
8864,-1245,38,1636,14,-24,-38,500,520
8875,-1261,-3,1638,9,-5,-43,500,521
8884,-1243,-6,1640,14,30,-34,496,521
8894,-1251,-22,1580,19,39,-31,499,517
8904,-1321,-39,1519,8,47,-13,500,520
8914,-1318,32,1499,9,46,-16,498,519
8924,-1355,24,1442,19,32,-22,500,519
8934,-1395,40,1469,9,-7,-27,501,518
8944,-1326,53,1521,18,-5,-41,501,520
8954,-1324,-17,1521,18,-19,-42,500,521
8964,-1298,-16,1588,6,-10,-39,502,521
8974,-1249,2,1631,14,-3,-36,502,518
8984,-1272,-47,1617,19,36,-27,501,522
8994,-1280,-3,1608,8,58,-11,498,518
9004,-1296,20,1597,16,60,-17,499,522
9014,-1315,28,1543,11,71,-25,500,524
9024,-1287,19,1464,13,66,-27,495,522
9034,-1366,-47,1493,16,32,-26,483,530
9044,-1520,341,1325,26,126,-38,291,761
9058,-1918,-448,1165,46,-58,15,460,460
9065,-794,544,2272,26,12,-25,376,376
9074,-1930,-262,1853,14,-1,-1,332,761
9084,-695,386,1683,-38,-78,12,332,761
9094,-1715,-241,2499,84,13,0,302,727
9104,-1226,187,1808,-16,-4,3,211,761
9114,-1254,78,1367,16,-16,-5,327,743
9124,-1135,218,1770,-3,35,-6,261,672
9134,-1655,-221,1715,49,73,-25,181,761
9144,-1583,387,1368,-13,50,13,61,761
9154,-1353,759,1886,56,56,-22,268,750
9164,-811,710,1221,116,196,-55,114,761
9174,-1395,-107,1076,18,-47,8,167,761
9184,-1297,36,1480,-10,-17,-29,305,761
9194,-1781,449,2105,53,-7,-3,24,761
9204,-1410,-186,1668,19,-37,-5,337,692
9214,-1210,32,1211,-19,-1,-15,298,691
9224,-566,-379,1294,-20,49,-33,237,732
9234,-829,82,1415,66,51,-27,409,701
9244,-1173,-463,1113,50,38,-5,455,600
9254,-1224,292,1886,-50,13,-22,477,552
9264,-1332,-142,1148,37,15,-34,494,534
9274,-1435,17,1547,-22,-23,-15,479,549
9284,-1235,-41,1481,26,-45,-26,494,536
9294,-1420,-12,1446,-3,-21,-38,488,528
9304,-1294,-28,1495,15,-59,-16,478,527
9314,-1346,17,1609,3,-80,-13,490,534
9324,-1257,-71,1641,18,-35,-27,493,528
9334,-1210,89,1833,-4,27,-43,492,522
9344,-1170,-61,1743,37,108,-34,489,528
9354,-1262,-92,1632,6,118,-8,491,520
9364,-1438,-17,1590,17,134,1,498,522
9374,-1401,73,1454,2,137,-6,497,517
9384,-1366,65,1296,18,96,-21,499,526
9394,-1451,60,1311,-2,2,-24,502,520
9404,-1437,47,1387,22,-40,-41,497,524
9414,-1351,-50,1467,4,-80,-50,500,521
9424,-1279,17,1620,14,-86,-33,502,517
9434,-1238,-99,1669,17,-62,-19,501,517
9444,-1213,-29,1766,14,2,-8,502,520
9454,-1219,-35,1744,11,51,3,500,520
9464,-1271,23,1635,13,97,7,501,520
9474,-1284,35,1553,17,109,-4,502,518
9484,-1386,36,1494,11,92,-23,502,519
9494,-1394,10,1442,17,69,-33,500,521
9504,-1359,-5,1424,14,18,-28,500,519
9515,-1362,-51,1403,13,-19,-8,501,523
9524,-1324,-22,1494,10,-36,6,497,522
9534,-1318,6,1550,13,-52,3,498,524
9544,-1289,46,1620,13,-44,-4,498,518
9558,-1264,79,1660,8,6,-22,511,511
9565,-1257,38,1648,18,34,-30,510,510
9574,-1283,15,1622,13,43,-47,500,522
9584,-1283,-11,1581,13,52,-37,497,523
9594,-1324,-37,1505,12,62,-25,498,521
9604,-1368,-44,1478,15,36,-16,504,528
9614,-1306,1,1453,15,24,-9,499,523
9624,-1350,17,1428,20,-8,-11,499,523
9634,-1443,17,1514,5,-41,-17,496,528
9644,-1258,107,1571,13,-31,-29,504,516
9654,-1325,1,1547,18,-29,-42,497,525
9664,-1294,3,1640,3,-1,-41,500,518
9674,-1225,28,1650,16,25,-39,500,519
9684,-1321,-82,1593,18,44,-26,498,518
9694,-1241,20,1612,1,65,-17,501,519
9704,-1316,-10,1547,17,73,-14,501,523
9714,-1353,9,1500,12,70,-12,502,519
9724,-1318,55,1502,17,51,-22,503,522
9734,-1354,10,1468,15,28,-25,501,523
9744,-1340,-11,1466,12,8,-25,500,525
9754,-1309,-19,1502,8,-4,-26,498,522
9764,-1317,-20,1529,12,-9,-19,499,524
9774,-1304,-15,1554,10,-19,-6,503,517
9784,-1289,7,1600,10,3,-7,499,521
9794,-1321,0,1589,17,9,-5,498,518
9804,-1311,40,1593,8,14,-16,500,522
9814,-1283,31,1602,16,39,-26,502,520
9824,-986,264,1302,17,110,-42,416,627
9834,-1469,265,1811,-13,21,-19,342,645
9844,-878,81,1002,-3,59,-35,269,761
9854,-1174,346,1609,-8,55,-21,289,732
9864,-1174,265,1298,69,19,3,367,623
9874,-626,11,2127,37,68,-15,314,690
9884,-1133,359,1564,-7,16,-5,292,676
9894,-1331,-106,1808,107,60,-35,221,761
9904,-875,394,2077,15,14,-5,258,655
9914,-512,-149,458,18,114,-79,173,761
9924,-446,-211,1159,18,66,-22,55,761
9934,-1125,186,1609,71,-3,15,162,761
9944,-1635,-361,1420,-40,-20,9,292,754
9954,-1987,-10,1865,32,-44,-36,24,761
9964,-2115,-263,1464,53,2,-16,243,761
9974,-1304,-133,1446,4,-47,-4,286,686
9984,-1596,-430,1453,-12,-102,4,148,761
9994,-1571,219,1484,2,-22,-3,338,676
10004,-1246,-173,1664,-2,-30,-30,256,761
10014,-1768,-148,1699,-7,32,-64,234,761
10024,-1427,215,1833,65,-20,-28,314,692
10034,-1037,-81,1557,35,48,-30,443,558
10044,-1218,20,1509,19,63,-26,489,535
10057,-1230,-6,1355,23,51,-16,521,521
10064,-1477,-59,1482,8,9,7,512,512
10074,-1313,81,1544,6,-3,-6,496,522
10084,-1487,41,1442,25,-35,-7,487,542
10094,-1158,50,1590,-9,-55,-17,494,523
10104,-1339,89,1704,22,-7,-38,492,528
10114,-1223,-54,1696,3,44,-36,494,524
10124,-1170,-19,1715,20,76,-29,498,519
10134,-1265,-193,1517,23,83,18,491,527
10144,-1360,37,1467,6,48,23,502,520
10155,-1404,154,1526,6,29,-8,496,522
10164,-1324,154,1511,19,22,-50,500,519
10174,-1312,34,1525,21,5,-82,500,519
10184,-1292,-39,1579,8,30,-73,498,522
10194,-1295,-181,1581,21,24,-39,499,523
10204,-1256,-101,1570,9,40,4,502,519
10214,-1303,-52,1535,23,43,28,493,525
10224,-1369,18,1460,10,30,37,501,523
10234,-1388,200,1465,8,0,-2,498,521
10244,-1378,120,1458,12,-5,-37,498,523
10254,-1308,76,1552,9,-22,-58,498,520
10264,-1272,-55,1577,14,-14,-64,499,522
10274,-1253,-90,1628,16,5,-38,500,520
10284,-1226,-126,1622,21,37,-4,501,523
10294,-1267,-39,1567,17,50,17,496,521
10304,-1319,49,1537,16,51,26,503,522
10314,-1366,112,1523,10,54,-3,500,522
10324,-1383,111,1464,18,26,-42,496,519
10334,-1354,56,1470,10,11,-50,497,522
10344,-1332,-29,1493,11,-4,-56,501,521
10354,-1300,-86,1533,14,-17,-35,501,519
10364,-1310,-77,1565,10,-17,-10,500,521
10374,-1333,-24,1597,10,-19,0,497,523
10384,-1174,42,1579,11,12,19,497,522
10394,-1238,52,1548,20,17,-9,498,523
10404,-1333,21,1558,17,24,-30,501,524
10414,-1254,114,1602,13,45,-46,497,518
10424,-1327,-76,1517,25,53,-48,499,523
10434,-1308,-28,1551,-2,25,-28,496,521
10444,-1258,-20,1548,21,36,-11,501,521
10454,-1361,-116,1465,9,22,4,498,519
10464,-1320,89,1530,3,6,7,500,523
10474,-1358,61,1537,17,4,-9,496,517
10484,-1326,52,1524,9,-1,-36,499,520
10494,-1309,56,1574,11,-1,-46,498,520
10504,-1255,-9,1595,8,8,-50,496,524
10514,-1263,-66,1550,18,33,-32,496,523
10524,-1271,-87,1553,9,30,-10,494,524
10534,-1289,2,1543,8,28,0,499,520
10544,-1324,28,1525,12,26,-1,500,523
10557,-1348,27,1523,9,26,-10,506,506
10567,-1132,780,1280,82,132,-56,211,211
10574,-664,-219,1058,-40,46,-69,247,715
10584,-1095,-300,1278,5,20,-35,248,761
10594,-1156,-352,1528,-16,-52,3,322,669
10604,-1544,250,1767,122,47,22,313,761
10614,-1057,-157,1844,-56,64,-8,229,761
10624,-1317,253,1093,-42,13,-12,133,761
10634,-1297,191,1832,-13,92,-36,198,761
10644,-1817,-112,1838,14,75,-66,138,761
10654,-977,-116,1290,-14,67,-18,241,761
10664,-1057,257,1708,14,24,-37,273,761
10674,-871,253,1713,48,58,-32,148,761
10684,-1283,-99,1558,14,2,-21,135,761
10694,-2276,-131,2288,60,-158,73,151,761
10704,-1275,-16,729,-74,-125,-8,178,761
10714,-904,85,1182,18,-68,7,363,643
10724,-2011,247,1851,-14,-7,-25,328,696
10734,-929,-46,1165,3,58,-56,362,675
10744,-1213,-28,1801,7,80,-48,273,761
10754,-1336,-301,1502,25,16,-30,443,581
10764,-933,198,1458,-42,42,-24,472,550
10774,-1344,-195,1327,79,15,-5,491,535
10784,-1275,-129,1338,-43,-24,25,495,528
10795,-1083,282,1605,37,-24,4,496,528
10804,-1527,-202,1358,0,-22,-12,497,524
10814,-1058,296,1670,-3,-37,-22,495,525
10824,-1364,-132,1513,36,-34,-33,499,524
10834,-1388,66,1622,-13,-3,-31,493,520
10844,-1084,3,1582,27,2,-30,490,524
10854,-1435,-46,1678,16,18,-28,496,522
10864,-1092,15,1697,2,63,-26,494,525
10874,-1344,26,1628,28,96,-27,503,520
10884,-1261,-29,1557,9,111,-18,492,524
10894,-1272,117,1503,21,91,-19,500,529
10904,-1462,-91,1343,21,58,-24,500,524
10914,-1309,131,1433,-4,21,-25,500,518
10924,-1430,-53,1405,33,-17,-33,496,518
10934,-1304,34,1518,-10,-48,-20,497,517
10944,-1307,-12,1585,24,-35,-28,498,523
10961,-1255,3,1669,32,-3,-22,506,506
10964,-1188,84,1682,13,4,-11,515,515
10974,-1321,-77,1607,8,39,-13,492,524
10984,-1235,95,1628,10,52,-21,499,522
10994,-1322,-29,1518,22,70,-24,503,518
11004,-1320,23,1516,8,55,-24,500,523
11014,-1342,-35,1466,24,39,-23,499,524
11024,-1353,-2,1477,7,14,-23,499,520
11034,-1337,-14,1485,21,-1,-12,500,520
11044,-1325,-18,1540,6,-16,-7,499,522
11058,-1336,56,1615,-4,-3,-6,488,488
11065,-762,0,1397,23,37,-9,495,495
11074,-1733,-107,1495,3,-13,-14,490,522
11084,-1368,163,1840,-27,24,-17,495,529
11094,-1452,-74,1466,46,37,-50,496,525
11104,-1560,-39,1554,-13,22,-23,499,522
11114,-1217,188,1804,12,3,-24,495,523
11124,-1491,-255,1456,47,7,-23,503,521
11134,-1205,197,1540,-34,0,-4,502,521
11144,-1349,-7,1523,39,8,-11,501,519
11154,-1367,-62,1492,6,14,-8,501,523
11164,-1247,136,1640,2,10,-19,499,525
11174,-1373,-4,1589,21,17,-36,498,520
11184,-1306,-3,1553,8,31,-41,500,523
11194,-1318,-21,1556,13,35,-27,501,520
11204,-1286,-39,1538,13,38,-22,499,521
11214,-1306,-37,1522,24,27,-9,496,518
11224,-1281,15,1484,10,13,-14,499,521
11234,-1288,75,1519,8,3,-20,497,523
11244,-1312,10,1503,16,4,-30,499,523
11254,-1158,-29,1664,16,-39,-23,444,570
11264,-1133,17,1275,14,97,-84,189,761
11274,-1414,-95,1895,-61,-16,-33,314,761
11284,-371,364,1582,-19,36,-54,371,644
11294,-1410,-65,1335,26,87,-35,369,632
11304,-396,132,1533,-66,-92,25,204,761
11314,-1137,-295,1433,-7,38,-21,30,761
11324,-1375,468,1269,-60,21,-8,254,761
11334,-1212,-177,1208,72,16,-29,326,739
11344,-1478,-164,1678,-52,43,-28,225,761
11354,-1427,303,1816,7,14,-42,228,760
11364,-916,-756,1950,-105,-23,-83,30,761
11374,-1210,113,1790,24,-43,-7,246,761
11384,-822,118,1628,52,-32,-6,186,761
11394,-2105,-480,1456,-69,41,-42,24,761
11404,-1238,-207,1807,22,6,-14,119,761
11414,-1029,234,1771,-2,19,-16,229,761
11424,-1309,-268,1095,-3,45,-30,24,761
11435,-2969,148,1951,4,-89,17,130,761
11444,-1276,371,1709,-23,35,-9,323,745
11454,-966,-86,1311,13,45,-27,445,566
11464,-1834,68,1413,0,5,0,487,537
11474,-1316,83,1550,-2,-29,-16,482,532
11484,-1579,-82,1471,16,-51,-11,483,528
11494,-1335,81,1571,-9,-53,-13,484,527
11504,-1208,83,1612,18,-45,-19,491,526
11514,-1506,-167,1542,23,-41,-7,491,529
11524,-1144,184,1709,-4,-9,-9,493,524
11534,-1308,-8,1637,38,13,-8,490,528
11544,-1217,70,1645,-3,31,-12,494,526
11557,-1049,102,1577,2,76,-54,506,506
11565,-1423,-81,1546,19,88,-54,499,499
11574,-1214,47,1556,9,88,-43,496,518
11584,-1418,-170,1424,27,66,-26,501,526
11594,-1346,-20,1471,-8,37,2,498,521
11604,-1351,111,1506,24,1,-5,501,520
11614,-1367,50,1485,6,-22,-23,500,525
11624,-1269,157,1602,12,-17,-49,501,522
11634,-1329,-61,1561,17,-7,-66,501,523
11644,-1249,-7,1631,0,7,-46,499,523
11654,-1306,-106,1617,28,12,-31,499,522
11664,-1278,-67,1639,6,46,-12,497,518
11674,-1255,14,1639,21,70,-8,500,520
11684,-1339,-28,1550,12,67,2,500,521
11694,-1338,93,1536,14,63,-10,500,521
11704,-1363,20,1467,19,41,-18,495,520
11714,-1361,46,1453,9,22,-28,499,518
11724,-1368,-29,1457,16,-11,-30,500,521
11746,-1284,7,1558,13,-40,-5,510,510
11749,-1283,24,1590,4,-41,-11,503,503
11754,-1306,-7,1574,11,-37,-9,502,521
11764,-1274,45,1652,10,-27,-10,458,595
11774,236,142,1627,23,73,3,479,542
11784,-915,-416,1012,81,-16,6,492,529
11794,-1089,-40,1625,-87,-17,-1,495,529
11804,-973,274,1598,40,105,-22,496,525
11814,-1435,-457,1201,21,85,-38,500,526
11824,-1099,293,1546,-9,33,3,498,522
11834,-1264,-127,1291,47,31,-27,495,522
11844,-1449,-62,1473,-12,-35,-20,498,522
11854,-1340,136,1618,5,-46,-19,502,520
11864,-1312,-79,1484,25,-19,-32,498,525
11874,-1302,-51,1545,8,-28,-17,502,524
11884,-1280,65,1674,1,0,-9,499,522
11894,-1277,-2,1594,20,11,-20,495,522
11904,-1273,22,1566,6,27,-20,500,519
11914,-1287,74,1600,3,25,-18,499,525
11924,-1281,61,1554,5,46,-30,491,522
11934,-1354,-16,1496,24,30,-33,500,522
11944,-1291,16,1573,7,32,-38,495,520
11954,-1352,-20,1503,22,25,-38,499,522
11964,-1349,-48,1502,10,13,-28,498,520
11974,-1212,58,1577,13,12,-29,474,565
11984,-1317,67,1402,78,65,-22,351,665
11994,-1523,230,1663,33,-78,7,233,761
12004,-1828,92,1790,31,-59,-10,263,761
12014,-1260,-331,1307,-22,-27,-18,270,761
12024,-1710,42,1644,23,-28,5,313,761
12034,-1600,-129,2238,21,81,-20,329,761
12044,-1212,-137,1216,-6,54,-49,115,761
12057,-627,-238,1006,-40,11,-41,544,544
12064,-1255,-106,1417,34,-28,25,761,761
12075,-1077,321,1550,-80,61,-11,142,762
12084,-1111,296,1458,42,-62,-5,25,761
12094,-1520,-83,1975,74,-3,28,80,761
12104,-1299,-400,2276,140,-115,68,25,761
12114,-1227,-31,1115,-53,-29,-18,166,761
12124,-948,648,2100,63,-2,-12,414,682
12134,-802,269,1130,34,125,-30,116,761
12144,-1130,-57,1374,18,22,-7,229,761
12154,-1056,125,1296,-24,99,-41,327,599
12164,-818,51,2058,35,63,-38,393,652
12174,-1356,-82,1258,32,20,14,448,555
12184,-1426,-16,1340,21,4,5,464,548
12194,-1479,-15,1097,5,-6,-13,481,531
12204,-1217,28,1598,4,-31,-10,492,528
12214,-1451,34,1537,26,-43,-27,495,524
12224,-1360,-56,1509,15,-25,-30,498,523
12234,-1115,85,1643,1,-20,-25,499,524
12244,-1349,-65,1626,29,-2,-30,494,531
12254,-1208,50,1717,-2,29,-25,494,518
12264,-1400,-6,1642,43,47,-29,499,520
12274,-1187,50,1562,-12,82,-33,497,524
12284,-1286,19,1479,36,59,-32,496,524
12294,-1451,-113,1445,-5,37,-24,497,525
12304,-1226,182,1546,15,24,-36,495,520
12314,-1397,-167,1427,29,12,-32,501,520
12324,-1220,99,1572,-11,2,-34,502,520
12334,-1291,-27,1572,32,7,-40,499,520
12344,-1317,-16,1610,7,12,-31,501,519
12354,-1219,18,1609,17,32,-16,499,519
12364,-1331,-48,1599,14,48,-11,502,520
12374,-1263,18,1584,7,58,-11,497,525
12384,-1366,-18,1522,19,58,-17,497,520
12394,-1347,28,1497,13,47,-10,500,519
12404,-1335,10,1476,15,22,-17,500,521
12414,-1391,-4,1475,6,-11,-11,499,524
12424,-1299,3,1522,7,-28,-19,502,518
12434,-1319,-24,1545,17,-25,-18,500,523
12444,-1253,-42,1590,12,-14,-6,499,519
12454,-1277,13,1642,12,8,-5,500,518
12464,-1267,-13,1635,10,22,-5,501,519
12474,-1274,43,1635,15,44,-14,499,522
12484,-1295,5,1564,19,49,-12,502,522
12494,-1322,36,1533,8,61,-14,502,519
12504,-1351,-2,1484,18,45,-16,502,519
12514,-1327,2,1483,13,24,-25,498,520
12524,-1337,18,1506,13,13,-21,500,517
12534,-1356,-26,1495,10,-14,-14,500,520
12544,-1306,22,1528,11,-11,-20,502,524
12557,-1281,10,1562,17,-10,-21,511,511
12564,-1295,23,1599,8,-7,-22,506,506
12574,-1268,13,1587,13,4,-18,501,518
12584,-1308,5,1590,15,14,-20,498,522
12594,-1285,29,1557,10,18,-27,501,521
12604,-1288,30,1559,15,24,-34,500,522
12614,-1319,-7,1537,13,22,-31,499,521
12624,-1289,33,1556,10,27,-34,497,519
12634,-1308,-23,1526,15,14,-37,500,523
12644,-1322,4,1546,7,17,-29,500,518
12654,-1275,29,1577,15,6,-34,500,522
12664,-1297,-23,1556,13,20,-28,502,520
12674,-1289,-13,1601,14,21,-31,498,523
12684,-1278,17,1596,12,22,-28,497,522
12694,-1239,-3,1533,15,44,-29,467,536
12704,-977,146,1147,-21,77,-66,302,761
12715,-1221,-49,2074,-20,-19,-4,364,649
12724,-932,77,1636,1,125,-73,348,659
12734,-1486,-474,2102,-34,15,-16,416,657
12744,-1595,537,1836,69,45,-11,337,668
12754,-1328,-264,1140,12,34,-29,406,612
12764,-1517,241,1688,-40,1,-5,381,637
12774,-2009,-141,1486,59,37,-22,350,676
12784,-970,368,1545,-37,20,-23,183,761
12794,-1198,78,1733,82,5,-17,356,670
12804,-1758,-158,1690,-7,-21,4,256,761
12814,-1493,354,1791,28,47,-26,249,761
12824,-1379,-142,2104,29,37,14,368,638
12834,-1327,2,1650,-23,20,22,240,761
12844,-1486,206,1660,-13,22,-7,291,698
12854,-1369,93,1675,-53,26,-32,198,761
12864,-1394,228,1545,69,44,-46,325,747
12874,-1028,50,1746,32,29,-48,347,679
12884,-1704,-466,1501,22,32,-35,386,661
12894,-1037,-7,1550,19,37,-20,444,570
12904,-1258,-47,1682,16,35,18,469,534
12914,-1350,-24,1502,39,21,21,490,527
12924,-1277,116,1456,-17,1,10,487,534
12934,-1276,71,1536,36,3,-30,496,531
12944,-1308,-22,1549,11,6,-52,496,531
12954,-1201,-5,1555,20,-1,-49,499,522
